F_FacultyID,F_FirstName,F_LastName,F_YearsEmployed,F_DepartmentID,F_Title
17508,Kara,Baird,14,78,Associate Professor
17509,Willie,Sweeney,2,8,Assistant Professor
17510,Florence,Bunn,6,6,Professor
17511,Marianne,Hinson,29,70,Adjunct Professor
17512,Sheryl,Rhodes,27,64,Instructor
17513,Brent,Rowland,35,39,Assistant Professor
17514,Denise,Banks,1,15,Professor Emeritus
17515,Gretchen,Floyd,16,51,Professor Emeritus
17516,Alfred,McKay,18,66,Adjunct Professor
17517,Constance,Hansen,18,22,Adjunct Professor
17518,Jean,Rao,34,15,Associate Professor
17519,Bill,Rose,28,5,Professor Emeritus
17520,Rebecca,Lancaster,1,22,Professor
17521,Anthony,Orr,47,7,Professor Emeritus
17522,Constance,Sanders,30,24,Adjunct Professor
17523,Bryan,Drake,29,65,Adjunct Professor
17524,Rose,Watson,48,41,Professor
17525,Bruce,Booth,5,53,Professor Emeritus
17526,Danny,Gonzalez,5,38,Adjunct Professor
17527,Heather,Price,3,27,Assistant Professor
17528,Dan,Kirkland,2,38,Professor
17529,Marjorie,Hernandez,16,21,Professor
17530,Adam,Humphrey,28,57,Professor Emeritus
17531,Lucille,Swanson,10,59,Associate Professor
17532,Sylvia,McCall,48,77,Associate Professor
17533,Allan,Vaughn,34,20,Professor
17534,Nancy,Hurley,5,77,Associate Professor
17535,Colleen,Vogel,10,14,Adjunct Professor
17536,Marian,Reynolds,12,53,Instructor
17537,April,Jenkins,50,17,Adjunct Professor
17538,Stacy,Khan,45,37,Instructor
17539,Sarah,Richardson,6,47,Instructor
17540,Victor,McKee,14,57,Adjunct Professor
17541,Evan,Tyson,41,20,Assistant Professor
17542,Sandy,Hogan,44,42,Assistant Professor
17543,Phyllis,Brewer,39,70,Instructor
17544,Ralph,Hobbs,39,45,Associate Professor
17545,Gary,Harding,33,44,Assistant Professor
17546,Carrie,Middleton,6,6,Professor
17547,Lewis,Hernandez,8,79,Professor
17548,Peter,May,25,19,Professor
17549,Sally,Weeks,4,64,Assistant Professor
17550,Megan,Mathews,8,47,Associate Professor
17551,Robin,Gilliam,50,81,Professor Emeritus
17552,Aaron,Scarborough,29,46,Adjunct Professor
17553,Sandra,Starr,24,76,Associate Professor
17554,Carol,Underwood,13,40,Professor
17555,Beverly,Brantley,41,23,Professor
17556,Carole,McKenna,1,74,Adjunct Professor
17557,Stanley,Love,41,52,Associate Professor
17558,Andrew,Johnson,1,17,Instructor
17559,Anita,Dickinson,32,70,Instructor
17560,Kimberly,Sparks,50,38,Professor
17561,Leonard,Brown,28,61,Associate Professor
17562,Walter,Tan,33,69,Associate Professor
17563,Pauline,Phillips,38,65,Assistant Professor
17564,Rhonda,Wilkins,18,41,Professor
17565,Linda,Meyer,39,62,Instructor
17566,Gail,Cowan,29,68,Assistant Professor
17567,Phyllis,Allred,11,64,Adjunct Professor
17568,Roger,Hendricks,40,53,Professor Emeritus
17569,Rose,Sherman,22,40,Associate Professor
17570,Jan,Clapp,41,59,Professor
17571,Donald,Liu,50,41,Professor Emeritus
17572,Ralph,Vick,25,47,Assistant Professor
17573,Kurt,Davies,25,23,Associate Professor
17574,Calvin,Griffin,24,21,Professor Emeritus
17575,Emma,Weiss,40,13,Professor
17576,Ray,Buck,44,14,Professor Emeritus
17577,Ron,Hayes,34,36,Instructor
17578,Kay,Diaz,44,43,Adjunct Professor
17579,Sylvia,Adler,17,16,Adjunct Professor
17580,Heather,Becker,24,78,Adjunct Professor
17581,Lois,Joseph,21,67,Professor Emeritus
17582,Hilda,Bridges,46,82,Assistant Professor
17583,Terry,Walker,7,82,Assistant Professor
17584,Leroy,Vaughn,21,28,Assistant Professor
17585,Adam,Abrams,12,49,Adjunct Professor
17586,Jose,Johnson,45,27,Adjunct Professor
17587,Frances,Stephens,32,45,Associate Professor
17588,Nina,Green,22,67,Associate Professor
17589,Yvonne,Kuhn,25,58,Assistant Professor
17590,Jeffrey,Hughes,24,54,Professor
17591,Kent,Hurley,29,73,Adjunct Professor
17592,Benjamin,Bloom,46,17,Professor
17593,Sally,Bullock,33,15,Assistant Professor
17594,Phyllis,Wells,47,48,Instructor
17595,Jeff,Burch,13,41,Instructor
17596,Daniel,Anthony,21,81,Associate Professor
17597,Anne,Lutz,6,55,Professor
17598,Tamara,Allen,1,42,Assistant Professor
17599,Marianne,Black,27,72,Adjunct Professor
17600,Erik,Walton,25,83,Adjunct Professor
17601,Meredith,Pratt,25,17,Professor
17602,Diana,Sanchez,43,74,Professor
17603,Jesse,Mitchell,41,36,Instructor
17604,Allan,Connolly,48,76,Instructor
17605,Jacob,Kim,29,42,Assistant Professor
17606,Jerry,Norton,7,6,Associate Professor
17607,Jay,Burch,21,29,Assistant Professor
17608,Scott,Garrett,12,49,Professor
17609,Kate,Howe,29,47,Associate Professor
17610,Darlene,Sawyer,37,36,Professor
17611,Ann,Pollard,46,29,Instructor
17612,Joe,Grant,33,25,Professor
17613,Lois,Merrill,11,3,Assistant Professor
17614,Michelle,Marshall,10,68,Assistant Professor
17615,Sharon,Parsons,28,80,Assistant Professor
17616,Chris,Davies,33,72,Professor Emeritus
17617,Sean,Jennings,44,56,Associate Professor
17618,Phyllis,Gordon,44,27,Associate Professor
17619,Frederick,Sykes,20,72,Associate Professor
17620,Ryan,Crowell,42,61,Assistant Professor
17621,Ken,Peck,33,19,Professor
17622,Jon,Hogan,46,69,Assistant Professor
17623,Donna,McLamb,7,78,Associate Professor
17624,Gladys,Cochran,14,53,Professor Emeritus
17625,Steve,Hodges,30,22,Assistant Professor
17626,Leah,Robinson,46,27,Professor
17627,Dean,Hood,31,11,Professor
17628,Jacob,Rosenthal,36,38,Professor Emeritus
17629,Joy,Beach,31,36,Assistant Professor
17630,Barbara,Frazier,8,39,Adjunct Professor
17631,Eleanor,Barry,15,71,Adjunct Professor
17632,Leroy,Woodard,25,20,Professor Emeritus
17633,Tony,Lyons,17,34,Adjunct Professor
17634,Sean,Berg,2,6,Adjunct Professor
17635,Lillian,Bland,10,79,Professor
17636,Carmen,Gardner,15,7,Associate Professor
17637,Ann,Grimes,33,43,Instructor
17638,Robert,Burnette,27,2,Instructor
17639,Elaine,Walsh,35,52,Instructor
17640,Calvin,Bond,48,9,Associate Professor
17641,Edna,Deal,36,81,Instructor
17642,Kevin,Berman,45,55,Instructor
17643,James,Lutz,27,56,Instructor
17644,Stuart,Byrne,2,66,Instructor
17645,Tim,Curry,50,38,Professor Emeritus
17646,Aaron,Upchurch,35,79,Professor
17647,Matthew,Bowling,26,31,Associate Professor
17648,Stacey,Faulkner,44,51,Instructor
17649,Natalie,Carver,35,57,Professor
17650,Joan,McMahon,42,22,Professor
17651,Fred,Brennan,8,83,Adjunct Professor
17652,Lester,Vincent,5,6,Professor Emeritus
17653,Marshall,Gallagher,40,83,Associate Professor
17654,Gregory,Vincent,18,58,Professor
17655,Laurence,Greer,29,74,Professor Emeritus
17656,Kevin,Ingram,29,71,Instructor
17657,Alvin,Dickinson,1,31,Associate Professor
17658,Douglas,Snow,30,59,Associate Professor
17659,Bernard,Kenney,31,10,Assistant Professor
17660,Henry,Shaffer,41,15,Professor Emeritus
17661,Ann,Frost,14,37,Instructor
17662,Philip,Owen,17,79,Instructor
17663,Maxine,Talley,29,28,Instructor
17664,Hazel,Morrison,24,15,Associate Professor
17665,Earl,Allen,2,34,Professor Emeritus
17666,Samantha,Fuller,34,3,Professor
17667,Constance,Lewis,41,42,Assistant Professor
17668,Marcus,Haas,43,37,Assistant Professor
17669,Carlos,Lim,23,62,Professor Emeritus
17670,Todd,Meadows,14,74,Assistant Professor
17671,Howard,Mullins,29,79,Adjunct Professor
17672,Marguerite,Alexander,40,32,Assistant Professor
17673,Mitchell,Vaughn,34,48,Instructor
17674,Donald,Kennedy,46,25,Assistant Professor
17675,Fred,Dixon,30,52,Professor Emeritus
17676,Donald,Francis,45,83,Assistant Professor
17677,Norman,Locklear,16,74,Professor
17678,Timothy,Noble,40,52,Adjunct Professor
17679,Sandy,Denton,8,56,Professor
17680,Lynn,Archer,6,16,Professor Emeritus
17681,Marie,Martin,19,1,Instructor
17682,Jon,Huffman,14,74,Professor
17683,Julia,Jackson,29,1,Adjunct Professor
17684,Anna,Spencer,24,73,Professor Emeritus
17685,Nina,Phillips,13,11,Assistant Professor
17686,Elisabeth,Desai,28,83,Associate Professor
17687,Kenneth,Cheek,21,52,Instructor
17688,Karl,Boone,40,60,Professor
17689,Wendy,Neal,23,77,Adjunct Professor
17690,Max,Ellis,6,67,Professor
17691,Becky,Buchanan,30,15,Instructor
17692,Wayne,Ellington,43,22,Adjunct Professor
17693,Donald,Jiang,14,36,Professor
17694,Heather,Thompson,39,61,Professor
17695,John,Shannon,47,1,Assistant Professor
17696,Carole,Booth,17,54,Professor Emeritus
17697,Grace,Pappas,4,73,Adjunct Professor
17698,Nathan,Lam,33,22,Instructor
17699,Adam,Goodman,48,15,Professor
17700,Louis,Clark,5,11,Professor Emeritus
17701,Johnny,Rouse,23,7,Instructor
17702,Edwin,Pate,39,38,Professor Emeritus
17703,Andrew,Rosen,16,58,Associate Professor
17704,Maurice,Chase,48,75,Professor
17705,Neal,Bryan,28,52,Associate Professor
17706,Daniel,Womble,37,7,Assistant Professor
17707,Sara,Faulkner,35,47,Associate Professor
17708,Howard,Sherman,10,30,Adjunct Professor
17709,Claire,Jordan,35,38,Instructor
17710,Gilbert,Woodard,10,4,Adjunct Professor
17711,Eva,Morton,13,53,Assistant Professor
17712,Dawn,Stanton,43,12,Associate Professor
17713,Kate,Richmond,39,61,Professor
17714,Don,Blanchard,46,59,Instructor
17715,Glenn,Riddle,33,18,Adjunct Professor
17716,Theodore,Brock,30,32,Professor Emeritus
17717,Penny,Harper,1,62,Assistant Professor
17718,Patricia,Eason,46,22,Instructor
17719,Joyce,Honeycutt,22,73,Instructor
17720,Lori,Waters,14,28,Professor
17721,Audrey,Adcock,48,52,Associate Professor
17722,Caroline,Richards,22,5,Assistant Professor
17723,Becky,Schultz,28,7,Associate Professor
17724,Tiffany,James,31,28,Professor Emeritus
17725,Jeffrey,Holt,27,27,Instructor
17726,Steven,Erickson,4,6,Professor
17727,Eddie,Desai,2,4,Professor Emeritus
17728,Carlos,Jacobson,16,11,Adjunct Professor
17729,Julie,Stein,27,39,Professor Emeritus
17730,Paige,Tyler,12,36,Assistant Professor
17731,Ron,Katz,39,5,Professor
17732,Brian,Peters,20,62,Assistant Professor
17733,Richard,Fink,1,14,Adjunct Professor
17734,Lindsay,Humphrey,15,16,Instructor
17735,Neil,Brennan,40,26,Assistant Professor
17736,Juanita,Freedman,46,83,Adjunct Professor
17737,Aaron,McLeod,41,38,Associate Professor
17738,Justin,Fischer,18,57,Instructor
17739,Jill,Chase,16,81,Professor Emeritus
17740,Wendy,Prince,39,4,Assistant Professor
17741,Vickie,Williams,15,30,Professor
17742,Gayle,Weinstein,39,7,Professor
17743,Kimberly,Hobbs,36,4,Assistant Professor
17744,Lee,Moody,24,31,Professor Emeritus
17745,Lindsay,Walter,46,80,Instructor
17746,Jean,Durham,20,60,Associate Professor
17747,Rodney,Bond,7,66,Assistant Professor
17748,Jay,Oliver,37,53,Associate Professor
17749,Zachary,Patel,23,70,Associate Professor
17750,Jeanne,Kessler,35,39,Instructor
17751,Stacy,Giles,26,58,Instructor
17752,Dwight,Watts,29,22,Professor
17753,Alvin,Horton,31,59,Professor Emeritus
17754,Thomas,Nicholson,30,33,Associate Professor
17755,Ian,O'Connell,43,7,Assistant Professor
17756,Harry,Werner,27,43,Associate Professor
17757,Dan,McClure,31,38,Assistant Professor
17758,Glenn,Locklear,2,41,Assistant Professor
17759,Billy,Kessler,26,76,Assistant Professor
17760,Kerry,Wells,37,19,Professor
17761,Sharon,McNeill,3,66,Adjunct Professor
17762,Julia,Carroll,36,7,Assistant Professor
17763,Harriet,Reddy,1,77,Associate Professor
17764,Vicki,Jennings,23,11,Professor
17765,Suzanne,Henson,44,83,Professor Emeritus
17766,Adam,Braswell,6,24,Adjunct Professor
17767,Anne,Wheeler,5,56,Associate Professor
17768,Clifford,Zhao,38,9,Associate Professor
17769,Nathan,Rollins,23,46,Adjunct Professor
17770,Kristina,Wyatt,4,43,Professor
17771,Evelyn,Hunt,42,29,Professor
17772,James,Weber,37,20,Instructor
17773,Marie,Daniel,2,72,Assistant Professor
17774,Marvin,Peele,30,69,Associate Professor
17775,Patsy,Lang,24,46,Associate Professor
17776,Alex,Grossman,37,13,Professor Emeritus
17777,Joseph,Sims,28,6,Professor
17778,Gloria,Henderson,18,11,Professor
17779,Jim,Peck,18,6,Assistant Professor
17780,Peggy,Rosen,16,54,Adjunct Professor
17781,Jeff,Strauss,2,47,Adjunct Professor
17782,Esther,Bates,11,71,Adjunct Professor
17783,Audrey,Butler,27,41,Associate Professor
17784,Allen,Arthur,32,76,Professor
17785,Dolores,Blair,18,81,Adjunct Professor
17786,Albert,Solomon,30,56,Instructor
17787,Arnold,French,48,12,Adjunct Professor
17788,Alfred,Britt,46,53,Associate Professor
17789,Kim,Hong,35,77,Professor Emeritus
17790,Leigh,Patterson,27,76,Professor Emeritus
17791,Christian,McKenna,14,10,Associate Professor
17792,Ronnie,McCullough,37,61,Assistant Professor
17793,Linda,Eason,35,27,Adjunct Professor
17794,Milton,Rice,27,25,Assistant Professor
17795,Ken,Yates,11,1,Professor Emeritus
17796,Harvey,Bauer,42,9,Instructor
17797,Audrey,Wolfe,16,73,Professor
17798,Melvin,Maxwell,43,31,Professor
17799,Geoffrey,Collins,47,26,Assistant Professor
17800,Charlie,Reilly,14,78,Associate Professor
17801,Russell,Tucker,45,75,Associate Professor
17802,Jean,Chung,1,79,Instructor
17803,Curtis,Graham,40,80,Assistant Professor
17804,Cathy,Duke,29,6,Adjunct Professor
17805,Alice,Tanner,45,83,Assistant Professor
17806,Jay,Bauer,3,11,Associate Professor
17807,Glenda,Wells,44,34,Professor
17808,Vickie,Patrick,45,70,Adjunct Professor
17809,Gail,Atkins,10,34,Instructor
17810,Richard,Corbett,44,63,Associate Professor
17811,Cindy,Hsu,34,24,Assistant Professor
17812,Marilyn,Mueller,48,75,Associate Professor
17813,Hazel,Hawkins,2,26,Adjunct Professor
17814,Kathleen,Kelley,7,75,Instructor
17815,Brad,Hodge,46,62,Instructor
17816,Terri,Wilcox,5,40,Professor Emeritus
17817,Stanley,Combs,30,3,Instructor
17818,Marsha,Ball,41,55,Professor
17819,Herman,Gilliam,42,14,Professor
17820,Joel,Brown,20,51,Adjunct Professor
17821,Joanna,Harvey,3,52,Instructor
17822,Franklin,Nash,46,78,Adjunct Professor
17823,Nina,Abbott,9,74,Professor Emeritus
17824,Jimmy,Jiang,45,62,Adjunct Professor
17825,Neil,Cash,15,78,Professor Emeritus
17826,Zachary,Warner,30,78,Professor
17827,Timothy,Teague,36,33,Adjunct Professor
17828,Marcia,Frank,11,54,Adjunct Professor
17829,Leo,Preston,25,73,Professor Emeritus
17830,Rodney,Lester,18,56,Associate Professor
17831,Peter,Adams,22,31,Professor
17832,Connie,McLaughlin,5,45,Assistant Professor
17833,Patricia,Koch,42,40,Adjunct Professor
17834,Emma,Rosenthal,40,18,Instructor
17835,Billy,Carr,45,40,Professor Emeritus
17836,Carl,Powell,36,20,Adjunct Professor
17837,Victor,Rowland,38,43,Adjunct Professor
17838,Carolyn,Gupta,7,10,Instructor
17839,Helen,Teague,4,64,Instructor
17840,Harold,Crews,1,65,Adjunct Professor
17841,Steven,McClure,19,48,Adjunct Professor
17842,Terri,Rose,16,46,Adjunct Professor
17843,Katie,Hull,20,45,Associate Professor
17844,Colleen,Kent,23,10,Associate Professor
17845,Molly,Townsend,36,79,Adjunct Professor
17846,Laura,Lancaster,9,26,Instructor
17847,Vicki,Parks,3,58,Adjunct Professor
17848,Thelma,Gross,45,24,Adjunct Professor
17849,Elisabeth,Powell,35,15,Adjunct Professor
17850,Donald,James,18,38,Professor
17851,Donald,Humphrey,46,21,Professor Emeritus
17852,Louis,Bailey,33,34,Professor
17853,Judy,Johnson,2,13,Associate Professor
17854,Donna,McCarthy,49,57,Instructor
17855,Troy,Conner,23,48,Professor
17856,Jonathan,Dunn,40,31,Associate Professor
17857,Arthur,Morgan,35,18,Assistant Professor
17858,Martin,Raynor,33,15,Professor
17859,Marjorie,Hancock,27,1,Instructor
17860,Katharine,Corbett,42,65,Adjunct Professor
17861,Bill,Phillips,44,20,Assistant Professor
17862,Katherine,French,31,72,Associate Professor
17863,Michael,Gray,50,51,Adjunct Professor
17864,Jesse,Moon,16,78,Adjunct Professor
17865,Clifford,Abbott,13,30,Professor
17866,Charlotte,Terrell,25,75,Instructor
17867,Leon,Christensen,40,75,Instructor
17868,Katie,Webster,33,64,Adjunct Professor
17869,Lisa,Gentry,6,8,Adjunct Professor
17870,Steven,Rankin,30,14,Instructor
17871,Oscar,Conway,48,53,Associate Professor
17872,Amy,Maxwell,44,46,Assistant Professor
17873,Sean,Adams,27,43,Professor Emeritus
17874,Jay,Whitfield,17,79,Adjunct Professor
17875,Raymond,Harrison,28,48,Professor Emeritus
17876,Donald,Jordan,28,45,Instructor
17877,Eileen,Clements,43,41,Assistant Professor
17878,Bryan,Gallagher,50,4,Professor
17879,Lisa,Cochran,44,49,Professor
17880,Brett,McKay,2,80,Professor
17881,Rita,Sun,14,13,Assistant Professor
17882,Kathryn,Schaefer,7,9,Professor
17883,Brent,Copeland,29,22,Associate Professor
17884,Dawn,Williams,49,19,Associate Professor
17885,Edgar,Rubin,49,4,Instructor
17886,Hugh,Holden,42,72,Professor
17887,Hilda,Petersen,41,30,Adjunct Professor
17888,Elsie,Frank,44,16,Professor
17889,Ellen,Steele,34,49,Adjunct Professor
17890,Kevin,Love,22,36,Professor
17891,Jason,McMillan,40,58,Professor Emeritus
17892,Victoria,Snyder,45,81,Assistant Professor
17893,Thelma,Hensley,14,46,Adjunct Professor
17894,Charlene,Carlson,21,49,Adjunct Professor
17895,Anita,Wright,12,23,Professor Emeritus
17896,Anthony,Browning,1,29,Adjunct Professor
17897,Don,Bates,21,49,Instructor
17898,Chris,Roy,5,53,Instructor
17899,Dennis,Davenport,43,18,Associate Professor
17900,Carolyn,Gregory,15,38,Associate Professor
17901,Kristin,Doyle,33,61,Assistant Professor
17902,Laura,Miller,21,63,Professor Emeritus
17903,Laura,Lutz,29,42,Associate Professor
17904,Erica,Reid,20,56,Professor Emeritus
17905,Kay,Lam,19,60,Professor
17906,Denise,Sharpe,14,14,Instructor
17907,Steven,Marcus,21,23,Professor
17908,Catherine,Mayo,47,75,Professor
17909,Stuart,Rowland,42,63,Associate Professor
17910,Kristine,Armstrong,26,60,Adjunct Professor
17911,Sherri,Washington,23,53,Adjunct Professor
17912,Ralph,Howe,28,37,Adjunct Professor
17913,Tim,Harris,10,65,Associate Professor
17914,Jean,Powers,43,42,Professor Emeritus
17915,Ernest,Reid,41,81,Professor
17916,Nina,Kay,39,77,Instructor
17917,Donald,Hong,50,58,Adjunct Professor
17918,Claire,Austin,11,50,Associate Professor
17919,Alison,Rowland,22,20,Instructor
17920,Sheila,Blackburn,31,8,Professor
17921,Kristine,Goodwin,22,40,Professor
17922,Leonard,Washington,42,26,Professor Emeritus
17923,Carlos,Noble,13,63,Associate Professor
17924,Alan,Butler,4,79,Associate Professor
17925,Ronald,Petersen,7,73,Associate Professor
17926,Marion,Lamm,37,82,Professor Emeritus
17927,Frank,Bray,35,6,Associate Professor
17928,Sherri,Hood,42,82,Adjunct Professor
17929,Ralph,Boyette,4,69,Assistant Professor
17930,Deborah,Anderson,43,36,Adjunct Professor
17931,Joe,Branch,37,27,Professor Emeritus
17932,Veronica,Carson,16,57,Associate Professor
17933,Craig,Roach,4,19,Professor Emeritus
17934,Lori,Terrell,11,19,Adjunct Professor
17935,Franklin,Dorsey,21,34,Adjunct Professor
17936,Danny,Higgins,1,58,Instructor
17937,Eddie,Mason,11,45,Assistant Professor
17938,Tamara,Baldwin,44,31,Adjunct Professor
17939,Joshua,Hart,15,20,Assistant Professor
17940,Becky,Ingram,9,23,Professor
17941,Philip,Nash,43,16,Adjunct Professor
17942,Ross,Gunter,11,30,Professor Emeritus
17943,Annette,Puckett,13,6,Instructor
17944,Lorraine,Day,43,12,Professor Emeritus
17945,Glen,Epstein,40,3,Assistant Professor
17946,Robert,Browning,46,9,Adjunct Professor
17947,Guy,Fisher,10,47,Associate Professor
17948,Katherine,Saunders,50,24,Professor Emeritus
17949,Sharon,Rowe,27,20,Assistant Professor
17950,Ronald,Bates,39,28,Associate Professor
17951,Margaret,Wright,22,58,Associate Professor
17952,Jeremy,Pritchard,44,52,Assistant Professor
17953,Jon,Knox,34,27,Professor
17954,Carla,Peele,28,7,Associate Professor
17955,Tracy,Owen,48,21,Professor
17956,Clyde,Thompson,10,82,Associate Professor
17957,Cheryl,Creech,23,78,Professor Emeritus
17958,Bobby,Tyson,35,33,Instructor
17959,Edgar,Everett,39,5,Assistant Professor
17960,Alvin,Atkins,45,71,Adjunct Professor
17961,Harold,Bond,48,69,Professor Emeritus
17962,Carmen,Bryant,3,81,Professor
17963,Evelyn,Gibson,7,54,Associate Professor
17964,Christian,Burnett,12,41,Adjunct Professor
17965,Edna,Erickson,5,23,Associate Professor
17966,Karl,Craven,23,59,Adjunct Professor
17967,Paul,Hawkins,44,71,Adjunct Professor
17968,Holly,Lassiter,40,33,Instructor
17969,Colleen,Abbott,8,21,Professor Emeritus
17970,Christine,Thomson,2,72,Professor Emeritus
17971,Joan,Garner,9,83,Professor Emeritus
17972,Ken,Joyner,6,19,Instructor
17973,Jerry,Terrell,16,78,Professor
17974,Wendy,Glenn,29,83,Professor
17975,Beth,Hutchinson,45,57,Adjunct Professor
17976,Robyn,Mercer,37,22,Professor
17977,Allison,Choi,27,79,Professor
17978,Lewis,Craft,37,82,Adjunct Professor
17979,Phillip,Stanley,3,27,Assistant Professor
17980,Sharon,Weber,10,64,Associate Professor
17981,Mark,Cohen,3,5,Professor Emeritus
17982,Philip,Garrison,14,36,Associate Professor
17983,Angela,Reeves,34,15,Instructor
17984,Judy,Franklin,20,75,Professor Emeritus
17985,Mitchell,Chappell,7,42,Assistant Professor
17986,Dennis,Pickett,2,5,Adjunct Professor
17987,Jennifer,Grimes,40,53,Assistant Professor
17988,Laurie,Miles,5,64,Professor
17989,Martha,Tyson,39,20,Professor Emeritus
17990,Marianne,Dale,34,64,Instructor
17991,Douglas,McLaughlin,17,46,Assistant Professor
17992,Susan,Zimmerman,46,22,Instructor
17993,Catherine,Moser,22,15,Adjunct Professor
17994,Kara,Goodman,7,68,Assistant Professor
17995,Leon,Hanson,31,23,Instructor
17996,Jenny,Reynolds,34,33,Professor
17997,Jacob,Proctor,20,26,Instructor
17998,Carol,Ivey,26,56,Instructor
17999,Patricia,Day,23,72,Adjunct Professor
18000,Rick,Hernandez,12,17,Professor
18001,Sarah,Norris,21,41,Professor Emeritus
18002,Carol,Werner,9,24,Assistant Professor
18003,Alan,Beasley,43,69,Associate Professor
18004,Randy,Hardy,46,13,Associate Professor
18005,Megan,Hunter,24,25,Associate Professor
18006,Steven,Padgett,38,75,Instructor
18007,Holly,Harris,36,83,Adjunct Professor
18008,Catherine,Carver,18,71,Instructor
18009,Joanne,Morris,8,24,Professor Emeritus
18010,Heather,Singh,42,32,Associate Professor
18011,Lorraine,Watts,31,20,Professor
18012,Philip,Huff,15,54,Professor
18013,Betsy,Schaefer,42,51,Professor
18014,Harold,Bauer,12,32,Associate Professor
18015,Jackie,Xu,14,3,Assistant Professor
18016,Victoria,Kearney,1,61,Assistant Professor
18017,Seth,Singleton,43,77,Associate Professor
18018,Mildred,Roach,41,25,Associate Professor
18019,Billie,Berry,47,29,Adjunct Professor
18020,Sharon,McBride,36,50,Professor Emeritus
18021,Jeff,Eason,20,38,Assistant Professor
18022,Kristina,O'Neal,19,44,Assistant Professor
18023,Dolores,Donovan,11,11,Adjunct Professor
18024,Vivian,Craft,48,52,Adjunct Professor
18025,Mike,Bowman,19,39,Professor Emeritus
18026,Priscilla,Garrett,11,81,Assistant Professor
18027,Nicole,Wooten,29,68,Professor
18028,Jessica,Cunningham,37,10,Adjunct Professor
18029,Jack,Bowden,45,60,Associate Professor
18030,Kenneth,Parrish,15,7,Assistant Professor
18031,Judy,Sweeney,15,47,Professor
18032,Kristina,Medlin,43,18,Professor Emeritus
18033,Jim,Tuttle,2,71,Professor Emeritus
18034,Kurt,Barry,19,60,Professor
18035,Emily,Cohen,28,14,Professor Emeritus
18036,Marcia,Shields,24,51,Adjunct Professor
18037,Gladys,Henry,24,52,Associate Professor
18038,Stephen,Bishop,42,82,Assistant Professor
18039,Marilyn,Tuttle,28,28,Instructor
18040,Priscilla,Ward,39,13,Instructor
18041,Gregory,Hedrick,36,36,Instructor
18042,Malcolm,Elliott,29,3,Adjunct Professor
18043,Christine,Griffin,28,10,Professor Emeritus
18044,Christine,McKenna,29,14,Adjunct Professor
18045,Larry,Warner,29,60,Adjunct Professor
18046,Evan,Roberson,13,44,Professor Emeritus
18047,Denise,Franklin,16,30,Assistant Professor
18048,Monica,Lloyd,8,37,Adjunct Professor
18049,Barry,Lester,13,12,Adjunct Professor
18050,Nathan,Daniels,35,8,Professor Emeritus
18051,Rose,Kuhn,44,68,Professor
18052,Lee,Maynard,24,26,Professor Emeritus
18053,Joyce,Blackburn,39,12,Associate Professor
18054,Jill,Currie,9,62,Associate Professor
18055,Gerald,Cox,47,1,Assistant Professor
18056,Brett,Greene,44,56,Associate Professor
18057,Gwendolyn,Maxwell,36,37,Assistant Professor
18058,Allen,Shields,39,80,Professor Emeritus
18059,Norman,O'Neal,21,46,Professor
18060,Robert,Pennington,30,57,Associate Professor
18061,Carrie,Li,41,10,Professor
18062,Gilbert,Weaver,49,67,Adjunct Professor
18063,Claire,Norman,28,35,Instructor
18064,Dwight,Blackburn,35,40,Instructor
18065,Marjorie,Honeycutt,24,42,Assistant Professor
18066,Audrey,Chase,43,23,Associate Professor
18067,Guy,Vogel,14,66,Professor
18068,Monica,Abrams,33,62,Instructor
18069,Marion,Upchurch,8,30,Adjunct Professor
18070,Billy,Wyatt,25,41,Professor
18071,Jill,Lynn,4,82,Assistant Professor
18072,Joel,Walsh,23,5,Assistant Professor
18073,Kelly,Stone,24,62,Adjunct Professor
18074,Bradley,O'Neill,50,18,Adjunct Professor
18075,Curtis,French,30,27,Professor Emeritus
18076,Kathryn,Washington,2,33,Associate Professor
18077,Jerry,Knox,26,80,Professor
18078,Clarence,Kelley,43,67,Assistant Professor
18079,Gary,Parks,1,17,Instructor
18080,Nancy,Hinton,32,39,Assistant Professor
18081,Christopher,Johnson,14,40,Adjunct Professor
18082,Terry,Reeves,39,81,Adjunct Professor
18083,Don,Nichols,31,71,Adjunct Professor
18084,Billy,Lassiter,43,59,Associate Professor
18085,Adam,Barbee,47,68,Adjunct Professor
18086,Marshall,Stout,18,66,Instructor
18087,Roy,Hedrick,48,51,Assistant Professor
18088,Valerie,Levin,36,18,Associate Professor
18089,Marsha,Maynard,41,25,Associate Professor
18090,Stacey,Bender,50,78,Instructor
18091,Sara,Durham,31,34,Associate Professor
18092,Steven,Cole,3,18,Adjunct Professor
18093,Rosemary,Keith,37,26,Assistant Professor
18094,Claude,Levine,26,27,Assistant Professor
18095,Gina,Lindsey,35,65,Instructor
18096,Jerome,Kim,38,28,Associate Professor
18097,Aaron,Logan,38,69,Professor
18098,Lewis,Hester,32,44,Professor
18099,Norma,Greer,26,23,Associate Professor
18100,Dennis,Conner,9,47,Adjunct Professor
18101,Lauren,Hunt,22,65,Assistant Professor
18102,Sherri,Simmons,16,52,Adjunct Professor
18103,Faye,Zhou,11,21,Professor
18104,Lori,Howe,47,35,Assistant Professor
18105,Hilda,Braswell,30,22,Instructor
