S_StudentID,S_FirstName,S_LastName,S_Year,S_GPA,S_MajorID,S_AdvisorID
83381,Josephine,Grimes,Sr,2.29,51,5769
83382,Dan,Locklear,So,2.85,45,9796
83383,Carole,Vincent,Jr,3.13,30,24894
83384,Melinda,McGee,Fr,0.52,59,1666
83385,Roberta,Conner,Sr,3.88,2,6832
83386,Ronnie,Dawson,Jr,1.67,62,4687
83387,Mildred,Hatcher,Sr,0.21,39,19692
83388,Brent,Blackwell,So,1.28,2,442
83389,Donna,Hall,So,0.25,26,18727
83390,Jacob,Summers,Fr,1.70,55,8145
83391,Neal,Marks,Sr,2.87,45,16282
83392,Kristin,Heath,Fr,2.61,18,18585
83393,Christopher,Howard,Fr,1.11,66,14545
83394,Melinda,Frazier,Sr,0.75,33,11471
83395,Glen,Talley,So,1.68,42,13888
83396,David,Richards,Jr,3.76,11,1377
83397,Jerome,Murphy,Jr,3.97,33,18939
83398,Harriet,Robinson,Sr,3.10,67,17966
83399,Jennifer,Forbes,Fr,1.53,2,10763
83400,Nina,Hatcher,Fr,0.78,7,8194
83401,Timothy,Young,Sr,3.00,43,14365
83402,Joanna,Noble,Fr,3.39,61,24856
83403,Courtney,Hunter,Jr,0.75,1,17961
83404,Christine,Haas,Jr,0.25,21,9391
83405,Norman,Blum,Jr,0.76,81,9962
83406,Gayle,Watson,So,1.60,29,24362
83407,Darlene,Goldman,Jr,2.36,45,7841
83408,Sheryl,Farrell,Jr,0.68,49,22241
83409,Earl,Griffith,So,0.82,80,24929
83410,Brent,Blackburn,Jr,3.80,16,20636
83411,Michelle,Goldman,Jr,3.10,11,5492
83412,June,Blackwell,Jr,3.46,35,4004
83413,Ruth,Kuhn,Sr,1.11,27,15460
83414,Joel,Reddy,So,3.74,80,10421
83415,Karen,Duffy,Jr,1.77,70,15111
83416,Kenneth,Gorman,So,3.38,55,6105
83417,Theresa,Bradshaw,Jr,3.83,50,23365
83418,Alfred,Holden,Sr,2.74,63,12558
83419,Warren,Briggs,Sr,2.18,77,3767
83420,Irene,Hubbard,So,1.36,81,7034
83421,Vernon,Gibbons,Jr,0.56,4,23514
83422,Geoffrey,Cassidy,So,0.27,61,8691
83423,Kimberly,Pitts,So,0.42,16,24081
83424,Vicki,Barrett,Fr,0.94,78,15111
83425,Karl,Xu,Jr,3.82,28,2712
83426,Dean,Brandon,Fr,1.69,6,6197
83427,Dale,Scott,Jr,1.55,47,16568
83428,Steve,Hayes,Sr,0.34,14,19523
83429,Connie,Barry,So,0.28,42,15549
83430,Audrey,Proctor,Fr,2.51,10,200
83431,Erica,Carroll,Fr,2.46,26,8580
83432,Betty,Patterson,So,0.98,30,13252
83433,Alex,Dougherty,So,1.70,4,6873
83434,Charles,Carlson,Fr,0.45,31,12182
83435,Billy,Noble,So,3.97,56,2632
83436,Jon,Alford,Jr,0.53,68,19674
83437,Dean,Bryant,So,0.34,40,16869
83438,Tiffany,Adams,Fr,0.92,69,7987
83439,Vickie,Hardy,Sr,2.58,13,9836
83440,Jacqueline,Solomon,Fr,3.09,37,18873
83441,Jennifer,Dickinson,Jr,2.03,61,18571
83442,Laurie,Giles,Jr,3.28,24,21486
83443,Virginia,Ball,Jr,1.94,15,18420
83444,Clifford,Baxter,Sr,1.80,6,14563
83445,Kyle,Webster,Jr,2.99,31,17131
83446,Gwendolyn,York,Jr,2.37,73,13933
83447,Joel,Harrington,So,3.06,44,20651
83448,Seth,Nichols,Sr,1.20,70,5427
83449,Edna,Greenberg,Sr,1.25,67,4368
83450,Lee,Barbour,So,0.52,54,24423
83451,Lillian,Donovan,Fr,2.13,28,3181
83452,Ross,Davies,Jr,2.82,14,12454
83453,Sara,Daniels,Fr,0.46,48,7306
83454,Curtis,Fleming,Fr,2.68,70,17529
83455,Teresa,Weinstein,Sr,0.79,51,14981
83456,Tom,Singer,So,2.85,14,9330
83457,Joe,Gray,Sr,1.98,76,12698
83458,Betsy,Swanson,So,2.46,58,6761
83459,Lynn,Christensen,Fr,2.30,46,5881
83460,Faye,O'Donnell,So,1.07,63,22932
83461,Jimmy,Patel,Fr,0.84,2,5429
83462,Douglas,Webster,So,1.35,60,4805
83463,Sara,Spencer,Jr,1.16,17,9186
83464,Gordon,Young,So,0.83,64,6060
83465,Neil,Hoffman,Sr,2.16,22,10074
83466,Kristen,Kramer,Sr,2.81,11,19537
83467,Carl,Dean,Sr,0.07,41,12454
83468,Evan,Wiggins,Jr,3.58,50,1236
83469,Eva,Wilkins,Sr,1.12,21,3013
83470,Tracey,Griffith,So,1.83,79,13755
83471,Joy,Sharpe,Fr,0.40,57,381
83472,Rita,Dyer,So,2.11,45,7808
83473,Christine,Parks,Fr,1.81,49,10068
83474,Virginia,Griffin,So,2.64,15,15595
83475,Sarah,Collins,Fr,2.65,13,3163
83476,Adam,Gilliam,Fr,0.43,52,3718
83477,Michael,Hubbard,Jr,3.52,19,8680
83478,Sharon,Braun,So,1.79,75,17846
83479,Jennifer,Randall,Fr,3.62,25,8118
83480,Annie,Schwarz,Fr,3.57,23,19408
83481,Fred,Zhao,Fr,2.33,65,13162
83482,Marjorie,Nance,Jr,0.74,42,12627
83483,Debbie,Oh,Fr,3.76,80,18102
83484,Jeanne,Finley,Fr,1.39,32,17320
83485,Tonya,Ingram,Jr,3.26,35,5115
83486,Jacob,Cannon,Jr,1.37,81,16775
83487,Brenda,Kay,So,3.13,38,5885
83488,Robert,Xu,Fr,2.02,35,6801
83489,Cheryl,Oliver,Jr,2.09,24,413
83490,Jeanne,Shaw,Jr,3.09,83,5354
83491,Alexandra,Britt,Jr,1.31,63,10127
83492,Kathy,Braswell,Sr,2.52,62,5547
83493,Toni,Medlin,Sr,2.66,32,11746
83494,Marcia,Lee,So,2.68,5,2746
83495,Sandra,Boone,Fr,2.73,29,760
83496,Jessica,Currin,Fr,0.58,2,4359
83497,Brad,Mack,So,1.70,55,24919
83498,Zachary,Lynn,Jr,3.38,38,1030
83499,Betsy,Burns,Fr,3.74,66,7253
83500,Nancy,Berger,So,1.32,17,1186
83501,Helen,Mueller,So,1.33,74,10960
83502,Jason,Flynn,Jr,2.82,19,20941
83503,Kyle,Wong,Fr,2.98,43,24140
83504,Juan,Branch,Jr,2.58,74,23602
83505,Nina,Fitzgerald,Fr,1.88,6,16402
83506,Billie,Chu,So,3.81,79,12702
83507,Zachary,Riley,Fr,1.31,1,2143
83508,Sherri,Kane,So,1.19,39,13289
83509,Erik,Sharma,Sr,2.32,6,1367
83510,Terry,Tyler,So,3.27,37,12566
83511,Carolyn,Welsh,So,0.34,15,7158
83512,Dan,Kessler,Sr,2.82,7,24086
83513,Pauline,Olson,Sr,1.34,68,17850
83514,Martha,Medlin,Sr,0.86,46,2968
83515,Glenda,Pappas,Fr,2.45,41,38
83516,Norma,Kearney,So,2.75,82,2141
83517,Kate,Hayes,So,1.18,66,937
83518,Cathy,Klein,So,3.93,54,6632
83519,Christian,Ross,Sr,2.53,62,3151
83520,Glenda,Floyd,Sr,3.94,62,20252
83521,Laurie,Lloyd,Jr,2.69,65,7957
83522,Glenda,Blackwell,Fr,1.17,54,9455
83523,Scott,Ashley,Jr,0.35,12,8959
83524,Neil,Francis,So,3.60,42,16694
83525,Lorraine,Lindsey,Sr,2.95,30,10586
83526,Jason,Bradley,Sr,3.92,4,8984
83527,Don,Baker,So,1.67,58,8377
83528,Cecil,Meyers,Jr,2.49,64,24273
83529,Laura,Sherrill,Jr,1.46,66,12020
83530,Lorraine,Padgett,So,3.23,49,21839
83531,Tom,Ferrell,So,3.07,27,1483
83532,Katie,Hsu,Sr,3.14,74,22937
83533,Jesse,Rose,Jr,0.37,26,16095
83534,Cecil,Yates,So,1.70,68,12165
83535,Sandy,Stanton,Sr,1.28,8,23670
83536,Pam,Bullock,Jr,1.17,19,1581
83537,Brooke,Greene,Jr,1.76,46,12246
83538,Darlene,Proctor,Jr,2.77,42,12206
83539,Dean,Chung,Sr,0.82,63,1875
83540,Wallace,Larson,Jr,2.07,68,16103
83541,Allen,Cates,So,3.74,30,22061
83542,Edith,Brown,So,1.62,63,87
83543,David,Best,Sr,2.92,37,15604
83544,Albert,Odom,So,3.17,13,22901
83545,Karl,Gupta,Fr,2.49,75,20607
83546,Jerome,Patterson,So,2.69,25,4237
83547,Harriet,Bryan,Jr,2.39,31,18909
83548,Tara,Brantley,Fr,3.83,7,4254
83549,Walter,Watts,So,1.47,68,9342
83550,Andrea,Bennett,So,1.34,82,24258
83551,Rick,Morrow,So,0.95,40,9650
83552,Katharine,Joseph,So,0.70,72,4348
83553,Don,Johnston,Sr,0.17,53,9846
83554,Renee,Barr,So,2.81,20,6880
83555,Mark,Carter,Sr,0.70,76,19967
83556,Phillip,Blair,So,1.81,47,17759
83557,Calvin,Wiggins,Fr,3.13,5,5568
83558,Kristine,Woodward,So,1.06,36,24930
83559,Annie,Rollins,Sr,1.81,53,17020
83560,Brent,McCormick,Fr,0.26,33,2872
83561,Joan,Cheng,Sr,3.39,25,13223
83562,Robyn,McNamara,Sr,2.35,27,22948
83563,Sandy,Allison,Jr,1.50,31,18
83564,Douglas,Banks,Jr,3.00,3,22919
83565,Glen,Wells,Jr,0.02,24,8778
83566,Marc,Erickson,Jr,3.30,74,4137
83567,Curtis,Faulkner,So,2.99,4,24688
83568,Stephen,Austin,Sr,3.97,47,18467
83569,Irene,Fisher,Jr,1.44,49,5852
83570,Curtis,McLean,Jr,3.88,47,22794
83571,Philip,Melvin,Jr,2.13,33,9357
83572,Barbara,Maxwell,Jr,3.18,57,24493
83573,Larry,Washington,So,0.57,71,1673
83574,Bernice,Decker,Fr,1.27,13,23030
83575,Joseph,Woodruff,Fr,2.01,36,2902
83576,Kimberly,Strauss,So,1.93,38,18978
83577,Don,Mullins,Jr,3.09,23,34
83578,Neil,Parrott,So,2.76,78,4106
83579,Marie,Stallings,Fr,3.03,39,14147
83580,Melissa,Hayes,Fr,1.31,60,152
83581,Vernon,Ennis,So,3.07,49,8933
83582,Edna,Henderson,Fr,2.63,40,8861
83583,Kyle,Woodward,Sr,3.71,26,18380
83584,Rosemary,Morris,Fr,3.75,20,21971
83585,Kate,Pate,Jr,1.58,26,20720
83586,Regina,Pearson,Fr,2.52,8,23467
83587,Hilda,Thompson,Fr,3.91,67,21863
83588,Hilda,Coleman,Jr,2.25,44,1605
83589,Stephen,Poe,Sr,2.41,27,18809
83590,Alice,Bennett,Sr,2.11,36,13775
83591,Vickie,White,So,3.22,31,18247
83592,Alex,Sykes,Sr,1.79,18,4578
83593,Zachary,Guthrie,Jr,2.20,75,24275
83594,Lynda,Payne,So,1.29,9,17458
83595,Alice,Wolfe,So,2.32,54,22299
83596,Jan,Austin,So,1.24,24,17185
83597,Cameron,Avery,Sr,2.96,79,17854
83598,Rachel,Zhou,Sr,1.90,73,20017
83599,Colleen,Kaufman,So,1.49,39,9601
83600,Robyn,Crane,Fr,2.65,48,502
83601,Brooke,Heath,Sr,1.68,7,24177
83602,Lisa,Mathews,Fr,0.97,53,20330
83603,Floyd,Gonzalez,So,1.73,12,23317
83604,Tony,Wrenn,Jr,1.28,34,11270
83605,Maxine,Willis,Jr,1.37,51,12742
83606,Holly,Matthews,So,3.02,44,8599
83607,Vivian,Moore,So,0.76,78,10661
83608,Bernice,Riggs,Sr,3.89,11,22383
83609,Tommy,Gross,Fr,1.98,8,9429
83610,Valerie,Hull,Jr,0.22,68,21939
83611,Malcolm,Cline,Jr,2.43,35,19178
83612,Wanda,Parker,Fr,2.71,52,5893
83613,Evelyn,Zhou,Fr,4.00,27,14193
83614,Leonard,Lam,Jr,1.80,7,15426
83615,Frederick,Bradford,So,1.68,70,10957
83616,Randy,Brantley,Sr,2.59,38,474
83617,Anna,Vincent,Fr,3.97,51,10259
83618,Henry,Denton,Fr,2.99,11,15206
83619,Gladys,Barr,Jr,0.27,67,11935
83620,Bradley,Block,Sr,3.85,56,14321
83621,Chris,McKay,Sr,1.12,61,1478
83622,Pamela,Wiggins,Fr,1.70,79,485
83623,Vivian,Currie,Sr,3.52,19,3841
83624,Don,Richmond,So,3.68,24,24140
83625,Jeffrey,Watkins,So,1.61,3,12878
83626,Marlene,Flowers,Fr,1.47,33,8250
83627,April,Reilly,Sr,1.51,1,2731
83628,Steven,Brady,Jr,3.31,37,11940
83629,Elsie,Case,Fr,0.66,68,18238
83630,Kimberly,Hartman,Jr,2.93,58,17566
83631,Chris,Rao,So,3.96,77,14720
83632,Kathy,Larson,Jr,2.35,13,6737
83633,Bobby,Bullock,Jr,3.69,55,501
83634,Lawrence,Edwards,Jr,0.64,64,20537
83635,Edna,Britt,Fr,0.09,76,19597
83636,Bryan,White,Fr,3.63,46,19270
83637,Marcus,Nolan,Sr,3.69,13,14714
83638,Lester,Brooks,Fr,3.01,75,12857
83639,Heather,Moore,So,1.42,19,17799
83640,Sally,Denton,Jr,0.01,56,7835
83641,Albert,Knox,So,2.05,82,3556
83642,Shirley,Caldwell,So,0.04,14,14794
83643,Barry,Richards,Jr,2.20,54,4379
83644,George,Wu,So,1.40,41,12657
83645,Paula,Chappell,So,1.50,52,20114
83646,Julie,Cole,So,0.58,58,2685
83647,Theodore,Monroe,Sr,1.82,22,7401
83648,Anne,Morrison,Sr,0.75,77,20193
83649,Sylvia,Henry,Jr,0.23,29,20851
83650,Willie,Law,So,3.84,28,2289
83651,Lucy,Humphrey,Sr,2.27,59,20182
83652,Claire,Kramer,Sr,1.08,53,3931
83653,Jesse,Barker,So,0.91,25,22188
83654,Ricky,McNamara,Fr,1.68,48,1711
83655,Virginia,Parks,So,2.16,7,6847
83656,Christine,Hancock,Jr,3.44,31,23485
83657,Neil,Wood,Sr,3.44,17,3633
83658,Jeanne,Lynn,Jr,1.51,54,19001
83659,Rita,Wallace,Jr,1.85,39,19144
83660,Edna,Beatty,Sr,0.41,72,22397
83661,Barry,Adams,Fr,1.44,32,7725
83662,Jan,Bullard,Jr,3.97,46,20236
83663,Helen,Peacock,Sr,0.94,53,13605
83664,Marshall,Wallace,So,3.62,29,6050
83665,Frederick,Faulkner,So,3.15,43,15354
83666,Steven,Hines,So,1.12,56,7895
83667,Colleen,Gold,Sr,3.49,46,1719
83668,Lynn,Wiley,Fr,1.05,57,15891
83669,Harvey,Pratt,Jr,2.41,6,19657
83670,Anthony,Olsen,Sr,1.92,7,8562
83671,Stephanie,Hale,Jr,2.40,26,8047
83672,Eric,Ray,Fr,0.39,22,8025
83673,Rodney,Glass,Jr,2.89,18,24751
83674,Leah,Neal,Sr,3.67,20,6984
83675,Chad,Kelly,Fr,2.17,7,19293
83676,Jacob,Dunlap,Fr,3.56,55,19866
83677,Rhonda,Willard,Sr,1.83,64,18878
83678,Shawn,Blake,Fr,3.04,71,8701
83679,Greg,Davenport,Jr,1.49,64,20144
83680,Victoria,Franklin,So,2.55,25,18378
83681,Victor,Cline,Fr,2.23,52,8961
83682,Wanda,Chu,Sr,2.82,54,22850
83683,Beth,Kirby,Fr,0.69,51,21834
83684,George,Perry,Jr,3.06,7,17287
83685,Lindsay,McAllister,Fr,1.68,41,7807
83686,Jackie,Erickson,Jr,3.64,58,6328
83687,Rita,McGee,Sr,0.14,9,17143
83688,Jose,Giles,Sr,3.75,12,7176
83689,Robin,Allen,Sr,3.17,27,8091
83690,Clarence,Woodruff,Fr,2.55,7,4486
83691,Sandy,Britt,So,3.73,23,5238
83692,Carrie,Robbins,Fr,1.34,40,24904
83693,Ashley,Tilley,Sr,1.52,13,19413
83694,Rebecca,Yates,Fr,0.18,54,15437
83695,Stacy,Han,Sr,1.48,53,13102
83696,Colleen,Bunn,Fr,3.42,5,2365
83697,Robert,Boyle,So,2.65,6,14341
83698,Neil,Skinner,Jr,1.60,42,12528
83699,Andrea,Lanier,Fr,0.14,7,21272
83700,Emily,Branch,Jr,3.37,72,15316
83701,Gladys,Park,Fr,2.95,18,7744
83702,Ricky,Nelson,Sr,0.04,63,16940
83703,Arnold,Rivera,Jr,1.18,71,4956
83704,Jeanne,Gilliam,Fr,2.06,71,14284
83705,Gene,Cunningham,Fr,1.45,33,5205
83706,Kristin,Mayo,Sr,0.19,64,13214
83707,Jason,Hoover,Fr,1.27,48,13034
83708,Erik,Black,Sr,3.05,83,23843
83709,Cecil,McAllister,Fr,0.93,64,19679
83710,Maxine,Capps,So,3.95,73,17537
83711,Dianne,Hernandez,Sr,3.84,70,2033
83712,Charles,Coley,Sr,0.31,2,3330
83713,Bernard,Lawson,Jr,2.37,51,8159
83714,Arnold,Hendrix,So,2.14,52,24902
83715,Leah,Lambert,Fr,0.25,71,13931
83716,Aaron,Walker,Fr,0.38,11,16542
83717,Steve,Morrow,Fr,0.16,21,5614
83718,Arnold,Wooten,Sr,1.50,29,4876
83719,Susan,Woods,Fr,2.29,17,9171
83720,Tim,Barbour,Fr,0.98,17,13553
83721,Michael,Snyder,So,1.55,38,23653
83722,Kyle,Franklin,Jr,0.83,66,8452
83723,Harold,Small,Fr,2.64,59,21532
83724,Edward,Hayes,Jr,2.86,54,9131
83725,Tracy,Jensen,Jr,3.82,78,16905
83726,Meredith,George,So,3.50,15,1588
83727,Adam,Pappas,So,2.27,28,10924
83728,Andrea,Browning,Jr,2.80,36,23699
83729,Nina,Turner,Sr,3.07,75,6163
83730,Linda,Williamson,Fr,3.76,77,2068
83731,Juan,Conrad,Fr,2.60,63,9172
83732,Terry,Walters,Sr,2.82,23,3678
83733,Wendy,Boyd,Jr,1.78,14,1995
83734,Harvey,Haynes,Sr,4.00,77,7262
83735,Arlene,Higgins,Sr,3.24,41,7185
83736,Melanie,Edwards,So,0.01,76,5679
83737,Gwendolyn,Carter,Sr,2.79,11,17683
83738,Ruth,Knowles,Sr,3.40,37,10055
83739,Nina,Fowler,So,3.46,78,1783
83740,Arlene,Gould,Jr,1.33,68,18091
83741,Martha,Pennington,Jr,2.63,7,11611
83742,Sheila,Ellis,So,1.86,54,18116
83743,Melinda,Stallings,Fr,2.45,5,8706
83744,Ted,Woodard,Sr,1.15,32,20983
83745,Katherine,Robinson,Fr,0.22,46,11385
83746,Milton,Kennedy,Jr,1.19,72,8981
83747,Marsha,Wallace,Fr,1.55,3,13528
83748,Elaine,Higgins,Jr,0.61,46,2807
83749,Ryan,Dean,So,0.76,37,7775
83750,Judy,Holt,Jr,2.30,76,9218
83751,Ernest,Cross,Sr,3.21,2,2370
83752,Christina,Green,Fr,3.66,54,16083
83753,Renee,Peck,Fr,2.26,25,24369
83754,Raymond,Giles,Fr,1.66,61,18506
83755,Joy,Godwin,Fr,1.35,26,11540
83756,Marie,Proctor,Sr,1.10,70,6539
83757,Leon,Burch,So,1.80,54,397
83758,Geraldine,Newton,Fr,0.16,14,1356
83759,Ethel,Berger,So,3.89,44,11985
83760,June,Ennis,So,1.87,8,4860
83761,April,Hale,Sr,4.00,78,24078
83762,Pam,O'Brien,Sr,2.46,12,12221
83763,Harvey,Choi,So,2.22,6,20199
83764,Tamara,Hoyle,Fr,2.32,29,9305
83765,Philip,Berman,Fr,2.06,73,19875
83766,Dolores,Banks,Sr,2.50,49,4945
83767,Roberta,Whitley,So,1.55,28,953
83768,Theresa,Pearce,Sr,3.90,25,24923
83769,Jon,Winters,Fr,0.77,83,13394
83770,Alex,Drake,So,0.11,52,9673
83771,Lee,Horne,So,3.25,44,18912
83772,Emily,Ford,Sr,3.18,54,13142
83773,Esther,Peele,Jr,3.36,31,24042
83774,Ann,Fink,Sr,3.39,15,18300
83775,Stacey,Rosenberg,Fr,1.12,80,24218
83776,Julie,Crowder,Fr,0.82,76,14009
83777,Jerry,Wilcox,Fr,0.43,60,7596
83778,Stuart,Waters,Jr,1.31,27,13092
83779,Sylvia,Brock,Fr,1.25,1,2987
83780,Alison,Duncan,Sr,0.88,49,4389
83781,Marlene,Tucker,Fr,3.43,82,13424
83782,Beverly,Peacock,Fr,0.76,50,16343
83783,Oscar,Xu,Sr,3.90,27,10238
83784,Beverly,Cooke,Jr,3.14,79,11327
83785,Caroline,Barry,Sr,0.66,73,17372
83786,Harry,Hutchinson,Fr,1.07,33,15143
83787,Juan,Ford,So,2.73,68,9399
83788,Jeanette,Hu,Jr,1.57,62,7613
83789,Hilda,Yates,So,2.27,3,13433
83790,Alex,Cummings,Sr,1.76,15,3479
83791,Carrie,Leonard,Sr,2.39,47,12625
83792,Maxine,Nicholson,Sr,0.37,56,11900
83793,Betsy,Combs,So,0.40,83,2517
83794,Johnny,Stout,So,2.93,17,21524
83795,Julia,Horne,Jr,3.99,45,12732
83796,Gail,Tuttle,Fr,0.41,41,10078
83797,Christian,Gibbons,Sr,0.47,60,5935
83798,Carl,Curtis,So,1.22,13,24267
83799,Paige,Rubin,Sr,1.01,28,16808
83800,Alan,Weiner,So,3.37,57,18088
83801,Sharon,Meyers,Jr,3.69,9,22363
83802,Janice,Owen,So,0.43,21,14548
83803,Miriam,Edwards,Fr,1.80,42,272
83804,Lloyd,Stroud,Jr,2.62,30,23863
83805,Teresa,Brewer,So,0.56,64,7142
83806,Robin,Sharp,Jr,3.77,83,20170
83807,Christy,Bryan,Fr,3.49,64,7771
83808,Ron,Sun,Fr,1.68,10,5942
83809,Vivian,Frank,Sr,2.23,76,23431
83810,Lewis,Davies,Sr,1.79,54,11861
83811,Michele,Honeycutt,Fr,2.67,52,869
83812,Teresa,Lyons,Fr,2.69,82,21568
83813,Tina,Weinstein,Fr,3.32,60,11470
83814,Kristine,Winstead,So,3.68,45,4628
83815,Brenda,Teague,Fr,2.38,67,9859
83816,Clara,Kerr,Sr,0.29,22,18430
83817,Rodney,Brandon,Fr,0.44,29,22589
83818,Ernest,Cassidy,Sr,2.51,57,12797
83819,Megan,Finley,So,0.78,51,498
83820,Valerie,Pollard,So,1.86,36,8249
83821,Emily,McGee,Jr,3.57,63,11862
83822,Wesley,Greene,Fr,0.62,68,24670
83823,Stanley,Barnett,Sr,2.91,81,18642
83824,Paula,Puckett,So,0.97,40,11945
83825,Arnold,Campbell,Sr,1.44,26,2623
83826,Sam,Harvey,Fr,3.58,64,2244
83827,Samantha,Washington,Jr,2.84,47,15226
83828,Lois,Lopez,So,3.63,64,10404
83829,Claire,Jernigan,So,2.96,80,23049
83830,Juan,Eason,Sr,3.60,11,1489
83831,Ronald,Mullen,So,2.66,72,6268
83832,Constance,Nixon,Jr,3.38,39,4504
83833,Earl,Perry,So,2.01,63,15835
83834,Carla,Blackwell,Fr,3.92,82,1954
83835,Brad,Potter,Jr,3.43,58,6652
83836,Marc,Webb,So,0.77,47,2021
83837,Carole,Rivera,Fr,3.36,82,11304
83838,Molly,Chang,Fr,0.51,19,20769
83839,Vivian,Payne,Sr,3.08,71,5245
83840,Dan,James,Fr,2.47,65,3867
83841,Gloria,Cain,Fr,1.08,51,821
83842,Edward,Langley,So,0.46,40,5143
83843,Barbara,Baker,Sr,1.98,29,24646
83844,Anita,McDonald,So,3.39,68,20427
83845,Kara,O'Connell,Sr,1.80,74,21618
83846,Jeremy,Kelly,Jr,3.21,19,17159
83847,Tara,Knowles,Fr,3.63,62,6468
83848,Virginia,Ashley,So,1.67,33,17093
83849,Sean,Farrell,Jr,1.76,35,5309
83850,Josephine,McKee,Jr,2.21,6,14056
83851,Christine,Holt,Jr,1.70,17,19451
83852,Clarence,Womble,Jr,0.82,32,15536
83853,Betsy,Stafford,Fr,0.88,60,21955
83854,Emma,Cheek,Sr,0.60,40,3621
83855,Richard,Henderson,Fr,1.02,58,10889
83856,Robyn,Butler,Sr,2.54,6,21418
83857,Maurice,Frye,Sr,3.64,60,14570
83858,Kay,Lawrence,Fr,1.15,37,4414
83859,Shawn,Brock,Fr,0.53,18,24914
83860,Clyde,Mueller,So,0.01,62,11373
83861,Lynn,Cheng,Fr,2.27,7,300
83862,Oscar,Camp,Sr,1.86,30,18204
83863,Allison,Lindsey,So,1.35,76,412
83864,Shirley,Carpenter,Sr,1.55,41,1359
83865,Wanda,Terry,So,1.78,34,21738
83866,Becky,Leonard,Sr,1.23,70,4502
83867,Neal,Higgins,Sr,3.90,72,19594
83868,Tracy,Huffman,Fr,0.45,26,839
83869,Emily,Rodgers,Fr,0.35,57,13559
83870,Kristen,McGee,Sr,0.15,10,11335
83871,Renee,Wells,Jr,2.68,49,11953
83872,Edgar,Ellis,Jr,0.80,62,23274
83873,Ted,Pollard,Fr,2.98,58,21101
83874,Gretchen,Green,So,1.44,6,1104
83875,Jay,Grant,So,2.13,3,14180
83876,Jay,Barrett,Sr,0.99,37,15413
83877,Jamie,Farmer,Jr,3.44,51,4203
83878,John,Strauss,So,1.86,59,4541
83879,Michele,Lucas,Jr,0.25,39,20507
83880,Peter,Bradley,Sr,1.90,14,7736
83881,Ernest,Cohen,Jr,3.67,23,21128
83882,George,Curtis,So,2.79,73,16027
83883,Amy,Dudley,Sr,2.49,29,16291
83884,Barry,Cheek,So,0.16,7,2553
83885,Roger,Levy,Jr,2.99,37,1870
83886,Virginia,Bray,Sr,3.11,20,18361
83887,Daniel,Alexander,Jr,4.00,43,15937
83888,Roy,Stokes,Fr,0.99,70,19880
83889,Faye,Wiggins,Fr,2.81,39,23161
83890,Alicia,Hoffman,Jr,2.60,48,6272
83891,Tom,Waller,Sr,2.51,33,569
83892,Lucille,Woodruff,Sr,2.00,79,9885
83893,Cindy,Weaver,Fr,2.59,14,24815
83894,Faye,Baird,Fr,1.19,42,13177
83895,Leah,Nance,So,2.10,58,15211
83896,Jessie,Cummings,Sr,1.51,11,13189
83897,Roger,Olsen,Jr,2.44,49,11552
83898,Alfred,Grossman,So,2.85,78,8711
83899,Scott,Carver,Sr,0.79,41,8410
83900,Lester,Jordan,So,3.60,25,12509
83901,Fred,Nelson,Sr,3.74,30,5421
83902,Eleanor,Stone,Jr,1.58,47,13000
83903,Tamara,Parrish,Sr,3.60,28,6267
83904,Alexander,Welsh,Jr,1.86,40,22881
83905,Joanne,Stout,Fr,2.15,61,9018
83906,Hugh,Cummings,Sr,2.95,39,20511
83907,Glenda,Crawford,Fr,0.96,67,4135
83908,Florence,Field,Sr,3.15,71,14944
83909,Anna,Evans,Fr,0.48,28,16540
83910,Jane,Walters,So,2.08,12,15819
83911,Ronnie,Sharp,Sr,0.91,60,2598
83912,Terri,Grady,So,0.39,55,6611
83913,Ruth,Parker,So,3.95,54,20383
83914,Gary,Stevenson,So,2.55,82,18274
83915,Marcia,Clarke,Jr,3.36,56,11119
83916,Sheila,Stephens,Jr,2.57,7,7117
83917,Lori,Swain,So,1.03,17,14872
83918,Herman,Wade,Jr,3.14,56,12269
83919,Adam,Dyer,Fr,3.74,52,5899
83920,Bruce,Hensley,So,2.96,12,17791
83921,Brett,Bowles,Jr,0.11,23,9895
83922,Peggy,Richardson,Fr,2.67,51,4691
83923,Lisa,Allison,Jr,1.81,80,9653
83924,Theresa,Willard,So,2.02,29,3341
83925,Hilda,Wright,So,1.12,4,17515
83926,Paul,Warren,So,1.66,32,1192
83927,Don,Williford,Fr,1.24,21,13835
83928,Randall,Weaver,So,0.48,65,18609
83929,Natalie,Weiner,Fr,0.73,24,148
83930,Kristin,Lowe,Fr,2.99,54,16322
83931,Harold,Chang,So,0.69,20,5065
83932,Jeanne,Ryan,So,3.81,17,10791
83933,Toni,Keller,Sr,3.24,45,6717
83934,Sherry,Proctor,Jr,2.96,13,16927
83935,Alex,Helms,Jr,0.54,66,5989
83936,Alexandra,Cowan,Sr,3.92,32,15924
83937,Luis,Crawford,Jr,0.16,30,18947
83938,Joe,Mayer,Sr,1.87,68,16181
83939,Julian,Newton,Jr,1.00,56,22568
83940,Alfred,Floyd,Fr,1.85,27,8456
83941,Carmen,Pearce,Jr,3.77,79,16840
83942,Judith,Boyle,Sr,0.42,56,17493
83943,Andrew,Kumar,Jr,0.95,46,529
83944,Molly,Murphy,Sr,3.73,42,15113
83945,Norman,O'Brien,So,2.65,82,8970
